titel,fkz,titel_name,hauptgruppe,hauptgruppe_name,ansatz_2025,ansatz_2026,ansatz_2027,ist_2024,einzelplan,ministerium,kapitel,kapitel_name,seite_pdf,quelle_pdf
11202,011,"Geldbußen, Verwarnungsgelder und Zwangsgelder bei den",1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
11911,011,Einnahmen aus Übernahme von,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
11931,013,Einnahmen aus Veröffentlichungen,1,Einnahmen – Verwaltungseinnahmen,33000.0,25000.0,23000.0,27522.0,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
11941,011,Rückzahlung von Überzahlungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
11951,011,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,3000.0,0.0,0.0,3557.0,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
12401,011,Einnahmen aus Vermietung und Verpachtung,1,Einnahmen – Verwaltungseinnahmen,,10000.0,10000.0,,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
12402,011,Einnahmen aus Vermietung und Verpachtung von,1,Einnahmen – Verwaltungseinnahmen,30400.0,25000.0,29600.0,,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
23505,011,Erstattungsleistungen der Bundesagentur für Arb.eit nach,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
23508,011,Zuweisungen der Bundesagentur für Arbeit,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
28201,011,Sonstige Zuschüsse,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,14,ep_01.pdf
38101,891,Zuführungen aus anderen Kapiteln des Landeshaushalts,3,Einnahmen – Schuldenaufnahmen,,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,15,ep_01.pdf
11965,332,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,16,ep_01.pdf
38165,332,Zuführungen aus anderen Kapiteln des Landesha.ushalts,3,Einnahmen – Schuldenaufnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,16,ep_01.pdf
41101,011,Aufwendungen für Abgeordnete,4,Ausgaben – Personal,13207700.0,13694700.0,14449700.0,11189645.0,01,Thüringer Landtag,0101,Landtag,17,ep_01.pdf
41102,011,Aufwendungen für persönliche Mitarbeiter,4,Ausgaben – Personal,8798000.0,7981900.0,8267000.0,5843696.0,01,Thüringer Landtag,0101,Landtag,17,ep_01.pdf
41103,011,Aufwendungen für ehemalige Abgeordnete,4,Ausgaben – Personal,10331900.0,7517800.0,8022100.0,5611149.0,01,Thüringer Landtag,0101,Landtag,17,ep_01.pdf
42703,011,Beschäftigungsentgelte für Praktikantinnen und,4,Ausgaben – Personal,17000.0,10000.0,10000.0,,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
42708,011,Beschäftigung von Arbeitslosen im Rahmen von,4,Ausgaben – Personal,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
42801,011,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,7984500.0,8802500.0,9160400.0,6566477.0,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
42802,011,Entgelte der Auszubildenden,4,Ausgaben – Personal,56300.0,50000.0,55000.0,42891.0,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
44301,011,Fürsorgemaßnahmen und Unterstützungen,4,Ausgaben – Personal,5000.0,1000.0,1000.0,0.0,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
45301,011,"Trennungsgeld abgeordneter, versetzter oder ein.gestellter",4,Ausgaben – Personal,4900.0,1000.0,1000.0,,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
46101,881,Mehrausgaben bei Personalausgaben,4,Ausgaben – Personal,915300.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
51101,011,Geschäftsbedarf und Kommunikation sowie Geräte,5,Ausgaben – Sachmittel,687600.0,584500.0,641500.0,,01,Thüringer Landtag,0101,Landtag,19,ep_01.pdf
51102,011,Pressedokumentation,5,Ausgaben – Sachmittel,9000.0,9300.0,9600.0,4638.0,01,Thüringer Landtag,0101,Landtag,20,ep_01.pdf
51401,011,"Verbrauchsmittel, Haltung von Dienstfahrzeugen",5,Ausgaben – Sachmittel,188600.0,187500.0,202500.0,131030.0,01,Thüringer Landtag,0101,Landtag,20,ep_01.pdf
51411,011,Medizinische Verbrauchsmaterialien,5,Ausgaben – Sachmittel,800.0,800.0,800.0,311.0,01,Thüringer Landtag,0101,Landtag,21,ep_01.pdf
51701,011,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5,Ausgaben – Sachmittel,4990500.0,5063500.0,5597000.0,4086792.0,01,Thüringer Landtag,0101,Landtag,21,ep_01.pdf
51801,011,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,453000.0,440000.0,470000.0,335359.0,01,Thüringer Landtag,0101,Landtag,21,ep_01.pdf
51902,011,Unterhaltung der Grundstücke und baulichen Anlagen im,5,Ausgaben – Sachmittel,25000.0,25000.0,25000.0,,01,Thüringer Landtag,0101,Landtag,22,ep_01.pdf
52501,011,Aus- und Fortbildung,5,Ausgaben – Sachmittel,74900.0,65000.0,70000.0,57812.0,01,Thüringer Landtag,0101,Landtag,22,ep_01.pdf
52601,011,Gerichts- und ähnliche Kosten,5,Ausgaben – Sachmittel,55000.0,68000.0,70000.0,56098.0,01,Thüringer Landtag,0101,Landtag,22,ep_01.pdf
52602,011,Kosten für Sachverständige,5,Ausgaben – Sachmittel,574500.0,255000.0,215000.0,172558.0,01,Thüringer Landtag,0101,Landtag,22,ep_01.pdf
52701,011,Dienstreisen,5,Ausgaben – Sachmittel,33000.0,30000.0,30000.0,24667.0,01,Thüringer Landtag,0101,Landtag,22,ep_01.pdf
52702,011,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,17000.0,15000.0,15000.0,3496.0,01,Thüringer Landtag,0101,Landtag,23,ep_01.pdf
52921,011,Verfügungsmittel,5,Ausgaben – Sachmittel,26000.0,22900.0,22900.0,22618.0,01,Thüringer Landtag,0101,Landtag,23,ep_01.pdf
53101,013,"Öffentlichkeitsarbeit, Dokumentationen und",5,Ausgaben – Sachmittel,245700.0,282200.0,319200.0,,01,Thüringer Landtag,0101,Landtag,23,ep_01.pdf
53102,011,Projekt Digitale Jugendkommunikation und -bildung,5,Ausgaben – Sachmittel,,270000.0,280000.0,,01,Thüringer Landtag,0101,Landtag,23,ep_01.pdf
53702,011,Ausgaben für den Umzug und die Verlegung von,5,Ausgaben – Sachmittel,75000.0,75000.0,75000.0,,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
53801,011,Sonstige Dienstleistungen und Gestattungen,5,Ausgaben – Sachmittel,88300.0,178300.0,182300.0,39290.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
53802,011,Leistungen durch Dritte,5,Ausgaben – Sachmittel,92100.0,110100.0,110100.0,65686.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
53810,011,Arbeitsmedizinische Betreuung der Landesbediensteten,5,Ausgaben – Sachmittel,16400.0,25400.0,25400.0,4395.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
53901,011,"Mitgliedsbeiträge an Vereine, Verbände, Gesellschaften",5,Ausgaben – Sachmittel,7000.0,7000.0,7000.0,3794.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
54202,011,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,3000.0,6500.0,10000.0,4547.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
54601,011,Sonstige sächliche Verwaltungsaufgaben,5,Ausgaben – Sachmittel,0.0,0.0,0.0,230.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
54701,011,Veranstaltungen des Landtags,5,Ausgaben – Sachmittel,168500.0,207500.0,219500.0,113567.0,01,Thüringer Landtag,0101,Landtag,24,ep_01.pdf
54702,013,Tag der offenen Tür des Landtags,5,Ausgaben – Sachmittel,183500.0,195500.0,217000.0,89709.0,01,Thüringer Landtag,0101,Landtag,25,ep_01.pdf
54703,011,Landtagspräsidenten- und Landtagsdirektorenko.nferenzen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,25,ep_01.pdf
54704,011,Kampagne Wahlbeteiligung,5,Ausgaben – Sachmittel,0.0,0.0,0.0,164532.0,01,Thüringer Landtag,0101,Landtag,25,ep_01.pdf
54705,011,Auslandskontakte und internationale Zusammenarbeit,5,Ausgaben – Sachmittel,35000.0,36000.0,36000.0,3969.0,01,Thüringer Landtag,0101,Landtag,25,ep_01.pdf
63201,011,Verwaltungskostenerstattung an Länder,6,Ausgaben – Zuweisungen/Zuschüsse,4000.0,5000.0,6000.0,3290.0,01,Thüringer Landtag,0101,Landtag,25,ep_01.pdf
68104,291,Unterstützungen bei außergewöhnlichen Notstän.den,6,Ausgaben – Zuweisungen/Zuschüsse,105000.0,0.0,0.0,11798.0,01,Thüringer Landtag,0101,Landtag,26,ep_01.pdf
68111,011,Erfüllungsübernahme von Schmerzensgeldanspr.üchen,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,26,ep_01.pdf
68401,011,Zuschüsse an die Fraktionen,6,Ausgaben – Zuweisungen/Zuschüsse,16317000.0,15060000.0,15699000.0,13644640.0,01,Thüringer Landtag,0101,Landtag,26,ep_01.pdf
68403,019,Zahlungen an politische Parteien,6,Ausgaben – Zuweisungen/Zuschüsse,715000.0,592000.0,592000.0,,01,Thüringer Landtag,0101,Landtag,26,ep_01.pdf
68405,011,Zahlungen im Ergebnis von Volksbegehren und,6,Ausgaben – Zuweisungen/Zuschüsse,30000.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,27,ep_01.pdf
68602,011,Zuschüsse an Besuchergruppen des Landtags,6,Ausgaben – Zuweisungen/Zuschüsse,226800.0,241900.0,262900.0,162530.0,01,Thüringer Landtag,0101,Landtag,27,ep_01.pdf
81101,011,Erwerb von Kraftfahrzeugen,8,Ausgaben – Investitionen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,27,ep_01.pdf
81202,011,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,990400.0,365000.0,365000.0,,01,Thüringer Landtag,0101,Landtag,27,ep_01.pdf
81213,011,Erwerb von Fernmeldeanlagen,8,Ausgaben – Investitionen,100000.0,150000.0,150000.0,,01,Thüringer Landtag,0101,Landtag,27,ep_01.pdf
81223,011,Erwerb von sonstigen beweglichen Sachen im Inland,8,Ausgaben – Investitionen,7000.0,7500.0,8000.0,5000.0,01,Thüringer Landtag,0101,Landtag,28,ep_01.pdf
98101,891,Abführungen an andere Kapitel des Landeshaush.alts,9,Ausgaben – Besondere Finanzierungsausgaben,,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,28,ep_01.pdf
98103,891,Ausgleichsabgabe nach dem Schwerbehindertenrecht,9,Ausgaben – Besondere Finanzierungsausgaben,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,28,ep_01.pdf
53865,332,Sonstige Dienstleistungen und Gestattungen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
54765,332,Nicht aufteilbare sächliche Verwaltungsausgaben,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
81265,332,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,0.0,0.0,0.0,,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
51169,011,"Geschäftsbedarf, Datenübertragung sowie Geräte",5,Ausgaben – Sachmittel,828000.0,860800.0,920800.0,,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
51869,011,"Mieten für Datenverarbeitungsanlagen, Geräte",5,Ausgaben – Sachmittel,178000.0,200000.0,280000.0,,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
53869,011,Ausgaben für sonstige Dienstleistungen,5,Ausgaben – Sachmittel,82000.0,0.0,0.0,81145.0,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
81269,011,"Erwerb von Datenverarbeitungsanlagen, Geräten",8,Ausgaben – Investitionen,940000.0,780000.0,525000.0,,01,Thüringer Landtag,0101,Landtag,29,ep_01.pdf
11101,011,"Gebühren, sonstige Entgelte",1,Einnahmen – Verwaltungseinnahmen,1800.0,1800.0,1800.0,0.0,01,Thüringer Landtag,0101,Landtag,32,ep_01.pdf
11201,011,"Geldstrafen, Geldbußen und Zwangsgelder",1,Einnahmen – Verwaltungseinnahmen,27000.0,27000.0,27000.0,27416.0,01,Thüringer Landtag,0101,Landtag,32,ep_01.pdf
11931,013,Einnahmen aus Veröffentlichungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,39,ep_01.pdf
11951,011,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,1808.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,39,ep_01.pdf
12402,011,Einnahmen aus Vermietung und Verpachtung von,1,Einnahmen – Verwaltungseinnahmen,1700.0,1400.0,1700.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,39,ep_01.pdf
28201,011,Sonstige Zuschüsse,2,Einnahmen – Zuweisungen,0.0,0.0,45000.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,39,ep_01.pdf
38101,891,Zuführungen aus anderen Kapiteln des Landeshaushalts,3,Einnahmen – Schuldenaufnahmen,,0.0,0.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,39,ep_01.pdf
42102,011,Amtsbezüge des Landesbeauftragten,4,Ausgaben – Personal,126800.0,140300.0,144600.0,131077.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
42201,011,Bezüge und Nebenleistungen der Beamten und Richter,4,Ausgaben – Personal,91800.0,100000.0,102000.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
42701,011,Beschäftigungsentgelte für Vertretungs- und Aus.hilfskräfte,4,Ausgaben – Personal,3300.0,58000.0,20000.0,2408.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
42703,011,Beschäftigungsentgelte für Praktikantinnen und,4,Ausgaben – Personal,1000.0,1000.0,1000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
42801,011,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,950500.0,1045800.0,1085500.0,905798.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
45301,011,"Trennungsgeld abgeordneter, versetzter oder ein.gestellter",4,Ausgaben – Personal,0.0,0.0,0.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
51101,011,Geschäftsbedarf und Kommunikation sowie Geräte,5,Ausgaben – Sachmittel,27000.0,21000.0,21000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,40,ep_01.pdf
51701,011,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5,Ausgaben – Sachmittel,112000.0,61900.0,67100.0,42528.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
51801,011,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,104000.0,98000.0,104200.0,77327.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
51902,011,Unterhaltung der Grundstücke und baulichen Anlagen im,5,Ausgaben – Sachmittel,3000.0,3000.0,3000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
52501,011,Aus- und Fortbildung,5,Ausgaben – Sachmittel,6500.0,4000.0,4000.0,3607.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
52601,011,Gerichts- und ähnliche Kosten,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
52602,011,Kosten für Sachverständige,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
52701,011,Dienstreisen,5,Ausgaben – Sachmittel,10000.0,8000.0,8000.0,5354.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
52702,011,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,1000.0,1000.0,1000.0,851.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
53101,013,"Öffentlichkeitsarbeit, Dokumentationen und",5,Ausgaben – Sachmittel,33000.0,28000.0,22000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,41,ep_01.pdf
53801,011,Dezentrale Beratung für Heimkinder in der DDR,5,Ausgaben – Sachmittel,40000.0,25000.0,10000.0,2776.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
54202,011,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,1000.0,1000.0,1000.0,80.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
54701,011,Veranstaltungen des Landesbeauftragten,5,Ausgaben – Sachmittel,25900.0,22000.0,20000.0,13961.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
54702,011,Bundeskongress der Landesbeauftragten für die,5,Ausgaben – Sachmittel,8000.0,8000.0,90000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
54703,011,Kollektive Fuge - Vergessene Orte in Thüringen. Ein,5,Ausgaben – Sachmittel,15000.0,13000.0,13000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
54704,011,„Heimat im Umbruch“ – Die Transformation des ländlichen,5,Ausgaben – Sachmittel,15000.0,12000.0,5000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
68101,011,Härtefallfonds zur Gewährung von,6,Ausgaben – Zuweisungen/Zuschüsse,200000.0,200000.0,1400000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,42,ep_01.pdf
81202,011,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,0.0,0.0,0.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,43,ep_01.pdf
98101,891,Abführungen an andere Kapitel des Landeshaushalts,9,Ausgaben – Besondere Finanzierungsausgaben,0.0,0.0,0.0,10925.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,43,ep_01.pdf
51169,011,"Geschäftsbedarf, Datenübertragung sowie Geräte",5,Ausgaben – Sachmittel,32000.0,30000.0,30000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,44,ep_01.pdf
51869,011,"Mieten für Datenverarbeitungsanlagen, Geräte",5,Ausgaben – Sachmittel,0.0,0.0,0.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,44,ep_01.pdf
53869,011,Ausgaben für sonstige Dienstleistungen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,44,ep_01.pdf
81269,011,"Erwerb von Datenverarbeitungsanlagen, Geräten",8,Ausgaben – Investitionen,20000.0,20000.0,10000.0,,01,Thüringer Landtag,0105,Landesbeauftragter zur Aufarbeitung der SED-Diktatur,44,ep_01.pdf
11931,013,Einnahmen aus Veröffentlichungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,46,ep_01.pdf
11951,011,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,46,ep_01.pdf
12402,011,Einnahmen aus Vermietung und Verpachtung von,1,Einnahmen – Verwaltungseinnahmen,900.0,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,46,ep_01.pdf
38101,891,Zuführungen aus anderen Kapiteln des Landeshaushalts,3,Einnahmen – Schuldenaufnahmen,,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,46,ep_01.pdf
42103,011,Amtsbezüge des Bürgerbeauftragten,4,Ausgaben – Personal,121200.0,134000.0,138100.0,115057.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
42201,011,Bezüge und Nebenleistungen der Beamten und Richter,4,Ausgaben – Personal,173100.0,180000.0,185000.0,102254.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
42701,011,Beschäftigungsentgelte für Vertretungs- und Aus.hilfskräfte,4,Ausgaben – Personal,91600.0,104100.0,108000.0,102300.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
42703,011,Beschäftigungsentgelte für Praktikantinnen und,4,Ausgaben – Personal,1000.0,1000.0,1000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
42801,011,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,355700.0,380900.0,404100.0,239867.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
45301,011,"Trennungsgeld abgeordneter, versetzter oder ein.gestellter",4,Ausgaben – Personal,0.0,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
51101,011,Geschäftsbedarf und Kommunikation sowie Geräte,5,Ausgaben – Sachmittel,12500.0,7000.0,7000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,47,ep_01.pdf
51701,011,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5,Ausgaben – Sachmittel,48000.0,48300.0,52300.0,25104.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
51801,011,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,42500.0,47000.0,50000.0,36767.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
52501,011,Aus- und Fortbildung,5,Ausgaben – Sachmittel,2500.0,1500.0,1500.0,135.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
52601,011,"Ausgaben für Sachverständige, Gerichts- und äh.nliche",5,Ausgaben – Sachmittel,0.0,1000.0,1000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
52701,011,Dienstreisen,5,Ausgaben – Sachmittel,2000.0,1500.0,1500.0,935.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
52702,011,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,1000.0,500.0,500.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
53101,013,"Öffentlichkeitsarbeit, Dokumentationen und",5,Ausgaben – Sachmittel,18000.0,22000.0,22000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
53901,011,"Mitgliedsbeiträge an Vereine, Verbände, Gesellschaften",5,Ausgaben – Sachmittel,400.0,400.0,400.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
54202,011,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,100.0,100.0,100.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
54701,011,Veranstaltungen des Bürgerbeauftragten,5,Ausgaben – Sachmittel,4500.0,2500.0,2500.0,142.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,48,ep_01.pdf
54702,011,Aufwendungsersatz für die Wahrnehmung der,5,Ausgaben – Sachmittel,1500.0,500.0,500.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,49,ep_01.pdf
81202,011,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,0.0,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,49,ep_01.pdf
98101,891,Abführungen an andere Kapitel des Landeshaush.alts,9,Ausgaben – Besondere Finanzierungsausgaben,,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,49,ep_01.pdf
51169,011,"Geschäftsbedarf, Datenübertragung sowie Geräte",5,Ausgaben – Sachmittel,40000.0,30000.0,30000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,50,ep_01.pdf
51869,011,"Mieten für Datenverarbeitungsanlagen, Geräte",5,Ausgaben – Sachmittel,0.0,0.0,0.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,50,ep_01.pdf
53869,011,Ausgaben für sonstige Dienstleistungen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0106,Bürgerbeauftragter,50,ep_01.pdf
81269,011,"Erwerb von Datenverarbeitungsanlagen, Geräten",8,Ausgaben – Investitionen,32000.0,32000.0,32000.0,,01,Thüringer Landtag,0106,Bürgerbeauftragter,50,ep_01.pdf
11951,011,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0107,Landesbeauftragter für Menschen mit Behinderungen,52,ep_01.pdf
38101,891,Zuführungen aus anderen Kapiteln des Landeshaushalts,3,Einnahmen – Schuldenaufnahmen,,0.0,0.0,,01,Thüringer Landtag,0107,Landesbeauftragter für Menschen mit Behinderungen,52,ep_01.pdf
11174,011,"Gebühren, sonstige Entgelte",1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,01,Thüringer Landtag,0107,Landesbeauftragter für Menschen mit Behinderungen,53,ep_01.pdf
11974,011,Rückzahlungen aus dem Thüringer,1,Einnahmen – Verwaltungseinnahmen,20000.0,20000.0,20000.0,,01,Thüringer Landtag,0107,Landesbeauftragter für Menschen mit Behinderungen,53,ep_01.pdf
16274,011,Zinsen in Verbindung mit Rückzahlungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,7655.0,01,Thüringer Landtag,0107,Landesbeauftragter für Menschen mit Behinderungen,53,ep_01.pdf
